Территория,Пол,Год,Прибыл,Выбыл,Сальдо,Статус
Амурская область,Мужчины,2070,19867,19469,398,прогноз
Амурская область,Мужчины,2071,19018,20451,-1433,прогноз
Амурская область,Мужчины,2072,19684,19918,-234,прогноз
Амурская область,Мужчины,2073,20657,19078,1579,прогноз
Амурская область,Мужчины,2074,19157,20710,-1553,прогноз
Амурская область,Мужчины,2075,19293,20707,-1414,прогноз
Амурская область,Мужчины,2076,20915,19217,1698,прогноз
Амурская область,Мужчины,2077,19947,20319,-372,прогноз
Амурская область,Мужчины,2078,19432,20966,-1534,прогноз
Амурская область,Мужчины,2079,20524,20007,517,прогноз
Амурская область,Мужчины,2080,20205,20458,-253,прогноз
Амурская область,Мужчины,2081,20222,20575,-353,прогноз
Амурская область,Мужчины,2082,20664,20265,399,прогноз
Амурская область,Мужчины,2083,19814,21248,-1434,прогноз
Амурская область,Мужчины,2084,20480,20714,-234,прогноз
Амурская область,Мужчины,2085,21453,19874,1579,прогноз
Амурская область,Мужчины,2086,19954,21506,-1552,прогноз
Амурская область,Мужчины,2087,20089,21504,-1415,прогноз
Амурская область,Мужчины,2088,21712,20014,1698,прогноз
Амурская область,Мужчины,2089,20743,21115,-372,прогноз
Амурская область,Мужчины,2090,20229,21763,-1534,прогноз
Амурская область,Мужчины,2091,21321,20803,518,прогноз
Амурская область,Мужчины,2092,21002,21255,-253,прогноз
Амурская область,Мужчины,2093,21018,21371,-353,прогноз
Амурская область,Мужчины,2094,21460,21062,398,прогноз
Амурская область,Мужчины,2095,20611,22044,-1433,прогноз
Амурская область,Мужчины,2096,21277,21511,-234,прогноз
Амурская область,Мужчины,2097,22250,20671,1579,прогноз
Амурская область,Мужчины,2098,20750,22303,-1553,прогноз
Амурская область,Мужчины,2099,20886,22300,-1414,прогноз
Амурская область,Мужчины,2100,22508,20810,1698,прогноз
Архангельская область,Всего,2017,41436,49481,-8045,наблюдение
Архангельская область,Всего,2018,43893,50986,-7093,наблюдение
Архангельская область,Всего,2019,42400,45392,-2992,наблюдение
Архангельская область,Всего,2020,34546,36600,-2054,наблюдение
Архангельская область,Всего,2021,36599,38540,-1941,наблюдение
Архангельская область,Всего,2022,35516,38361,-2845,наблюдение
Архангельская область,Всего,2023,36760,38024,-1264,наблюдение
Архангельская область,Всего,2024,42764,48861,-6097,прогноз
Архангельская область,Всего,2025,43687,48345,-4658,прогноз
Архангельская область,Всего,2026,43952,48485,-4533,прогноз
Архангельская область,Всего,2027,44084,50634,-6550,прогноз
Архангельская область,Всего,2028,44382,52268,-7886,прогноз
Архангельская область,Всего,2029,45508,51549,-6041,прогноз
Архангельская область,Всего,2030,46932,50531,-3599,прогноз
Архангельская область,Всего,2031,46639,51229,-4590,прогноз
Архангельская область,Всего,2032,45333,52942,-7609,прогноз
Архангельская область,Всего,2033,45426,53256,-7830,прогноз
Архангельская область,Всего,2034,47053,52035,-4982,прогноз
Архангельская область,Всего,2035,47919,51575,-3656,прогноз
Архангельская область,Всего,2036,47126,52774,-5648,прогноз
Архангельская область,Всего,2037,46377,53929,-7552,прогноз
Архангельская область,Всего,2038,46971,53742,-6771,прогноз
Архангельская область,Всего,2039,48040,53077,-5037,прогноз
Архангельская область,Всего,2040,48405,53119,-4714,прогноз
Архангельская область,Всего,2041,48169,53762,-5593,прогноз
Архангельская область,Всего,2042,47921,54415,-6494,прогноз
Архангельская область,Всего,2043,47957,54784,-6827,прогноз
Архангельская область,Всего,2044,48526,54622,-6096,прогноз
Архангельская область,Всего,2045,49449,54106,-4657,прогноз
Архангельская область,Всего,2046,49713,54247,-4534,прогноз
Архангельская область,Всего,2047,48908,55459,-6551,прогноз
Архангельская область,Всего,2048,48444,56330,-7886,прогноз
Архангельская область,Всего,2049,49569,55610,-6041,прогноз
Архангельская область,Всего,2050,50993,54592,-3599,прогноз
Архангельская область,Всего,2051,50701,55290,-4589,прогноз
Архангельская область,Всего,2052,49395,57003,-7608,прогноз
Архангельская область,Всего,2053,49486,57316,-7830,прогноз
Архангельская область,Всего,2054,51114,56095,-4981,прогноз
Архангельская область,Всего,2055,51980,55635,-3655,прогноз
