Территория,Пол,Год,e0,Статус
Архангельская область,Мужчины,2008,60.5,наблюдение
Архангельская область,Мужчины,2009,61.3,наблюдение
Архангельская область,Мужчины,2010,61.7,наблюдение
Архангельская область,Мужчины,2011,62.64,наблюдение
Архангельская область,Мужчины,2012,63.56,наблюдение
Архангельская область,Мужчины,2013,63.89,наблюдение
Архангельская область,Мужчины,2014,63.86,наблюдение
Архангельская область,Мужчины,2015,64.44,наблюдение
Архангельская область,Мужчины,2016,64.42,наблюдение
Архангельская область,Мужчины,2017,65.52,наблюдение
Архангельская область,Мужчины,2018,65.69,наблюдение
Архангельская область,Мужчины,2019,65.98,наблюдение
Архангельская область,Мужчины,2020,64.79,наблюдение
Архангельская область,Мужчины,2021,63.27,наблюдение
Архангельская область,Мужчины,2022,65.29,наблюдение
Архангельская область,Мужчины,2023,65.44,наблюдение
Архангельская область,Мужчины,2024,66.09,прогноз
Архангельская область,Мужчины,2025,66.72,прогноз
Архангельская область,Мужчины,2026,67.33,прогноз
Архангельская область,Мужчины,2027,67.92,прогноз
Архангельская область,Мужчины,2028,68.5,прогноз
